x	y	z	rad	rnd	nam
62150	3552	25090	100	90	plant_bigtree_01.ldr
144670	4032	125550	100	0	plant_bigtree_01.ldr
137030	5136	125550	100	0	plant_bigtree_01.ldr
92370	0	121290	100	270	plant_bigtree_01.ldr
50270	5272	24250	100	90	plant_bigtree_01.ldr
60130	3856	116990	100	-90	plant_bigtree_01.ldr
48990	4912	21470	100	-90	plant_bigtree_01.ldr
23290	960	95950	100	-90	plant_bigtree_01.ldr
100950	0	124650	100	-90	plant_bigtree_01.ldr
65050	2744	24270	100	0	plant_bigtree_01.ldr
99290	1424	96030	100	90	plant_bigtree_01.ldr
61810	4040	29970	100	-90	plant_bigtree_01.ldr
75670	7360	116230	100	-90	plant_bigtree_01.ldr
31010	4568	40450	100	-180	plant_bigtree_01.ldr
111770	0	124970	100	0	plant_bigtree_01.ldr
14290	7632	131130	100	90	plant_bigtree_01.ldr
116370	960	890	100	0	plant_bigtree_01.ldr
66950	3232	38870	100	-90	plant_bigtree_01.ldr
20130	960	104570	100	-180	plant_bigtree_01.ldr
35950	2360	52830	100	90	plant_bigtree_01.ldr
85650	0	124670	100	180	plant_bigtree_01.ldr
46670	6040	29030	100	-180	plant_bigtree_01.ldr
9950	1776	159310	100	-270	plant_bigtree_01.ldr
82270	3880	138470	100	-90	plant_bigtree_01.ldr
17270	1808	19270	100	270	plant_bigtree_01.ldr
38310	3688	144890	100	0	plant_bigtree_01.ldr
88990	0	128110	100	-180	plant_bigtree_01.ldr
102090	0	134250	100	-90	plant_bigtree_01.ldr
20950	6736	127850	100	270	plant_bigtree_01.ldr
88830	0	126190	100	-180	plant_bigtree_01.ldr
31870	5160	133170	100	180	plant_bigtree_01.ldr
3450	3672	118750	100	-90	plant_bigtree_01.ldr
110630	9576	117210	100	0	plant_bigtree_01.ldr
86430	0	126170	100	90	plant_bigtree_01.ldr
117790	2728	160510	100	90	plant_bigtree_01.ldr
145010	960	78870	100	0	plant_bigtree_01.ldr
110790	7048	142850	100	-90	plant_bigtree_01.ldr
135290	3032	112870	100	-90	plant_bigtree_01.ldr
54330	1184	66070	100	-270	plant_bigtree_01.ldr
102910	0	128110	100	0	plant_bigtree_01.ldr
770	960	54150	100	-270	plant_bigtree_01.ldr
64870	1344	62470	100	-360	plant_bigtree_01.ldr
51990	4184	41230	100	180	plant_bigtree_01.ldr
139130	1504	66010	100	-180	plant_bigtree_01.ldr
100470	0	121990	100	90	plant_bigtree_01.ldr
97030	4656	104170	100	90	plant_bigtree_01.ldr
83010	2272	142550	100	-270	plant_bigtree_01.ldr
147150	960	1210	100	-270	plant_bigtree_01.ldr
105070	0	119850	100	-270	plant_bigtree_01.ldr
810	2768	114890	100	-90	plant_bigtree_01.ldr
120650	6608	114110	100	-270	plant_bigtree_01.ldr
23730	8080	141290	100	-180	plant_bigtree_01.ldr
24270	7488	146870	100	0	plant_bigtree_01.ldr
126590	2528	160130	100	-270	plant_bigtree_01.ldr
54810	3896	41850	100	-90	plant_bigtree_01.ldr
12370	4400	120950	100	0	plant_bigtree_01.ldr
13530	960	46770	100	-90	plant_bigtree_01.ldr
160230	3136	93630	100	-90	plant_bigtree_01.ldr
113590	0	120990	100	-90	plant_bigtree_01.ldr
104170	1016	3190	100	0	plant_bigtree_01.ldr
33170	5512	158230	100	-90	plant_bigtree_01.ldr
77730	800	93450	100	90	plant_bigtree_01.ldr
96210	0	130390	100	0	plant_bigtree_01.ldr
59710	3688	40950	100	180	plant_bigtree_01.ldr
161810	6576	106970	100	-180	plant_bigtree_01.ldr
104570	0	123070	100	180	plant_bigtree_01.ldr
153930	3224	123130	100	0	plant_bigtree_01.ldr
58750	1168	144570	100	0	plant_bigtree_01.ldr
39770	6176	27830	100	-270	plant_bigtree_01.ldr
12590	7472	132150	100	270	plant_bigtree_01.ldr
93890	6568	137690	100	0	plant_bigtree_01.ldr
34750	5136	21930	100	-90	plant_bigtree_01.ldr
83730	0	123030	100	-90	plant_bigtree_01.ldr
98850	8648	112530	100	-90	plant_bigtree_01.ldr
81750	1480	43670	100	180	plant_bigtree_01.ldr
14090	7504	130170	100	90	plant_bigtree_01.ldr
27490	960	106150	100	90	plant_bigtree_01.ldr
31050	5608	33170	100	-90	plant_bigtree_01.ldr
99450	0	128070	100	-90	plant_bigtree_01.ldr
37050	5800	24050	100	180	plant_bigtree_01.ldr
117710	7456	142470	100	-270	plant_bigtree_01.ldr
66390	1520	147230	100	180	plant_bigtree_01.ldr
153770	4600	111930	100	0	plant_bigtree_01.ldr
21870	7944	142010	100	-90	plant_bigtree_01.ldr
119790	0	131590	100	0	plant_bigtree_01.ldr
47370	4552	42450	100	0	plant_bigtree_01.ldr
131610	6072	134590	100	0	plant_bigtree_01.ldr
144370	2328	138810	100	90	plant_bigtree_01.ldr
60230	4152	33210	100	-90	plant_bigtree_01.ldr
147190	2480	133870	100	0	plant_bigtree_01.ldr
122910	8488	120150	100	-180	plant_bigtree_01.ldr
54130	4240	39090	100	90	plant_bigtree_01.ldr
111170	2664	158170	100	270	plant_bigtree_01.ldr
70570	7752	130350	100	0	plant_bigtree_01.ldr
53530	3224	52630	100	-180	plant_bigtree_01.ldr
104050	0	126470	100	0	plant_bigtree_01.ldr
91210	4912	105050	100	0	plant_bigtree_01.ldr
94590	0	121350	100	90	plant_bigtree_01.ldr
19310	8024	131950	100	90	plant_bigtree_01.ldr
29650	7032	148050	100	-270	plant_bigtree_01.ldr
50570	2552	161150	100	180	plant_bigtree_01.ldr
95450	8968	113430	100	-180	plant_bigtree_01.ldr
106770	4256	148310	100	-180	plant_bigtree_01.ldr
48910	5584	25270	100	90	plant_bigtree_01.ldr
147430	1128	94350	100	180	plant_bigtree_01.ldr
82730	0	126310	100	90	plant_bigtree_01.ldr
124010	960	65550	100	90	plant_bigtree_01.ldr
73830	9056	121310	100	-180	plant_bigtree_01.ldr
46870	5160	39310	100	-180	plant_bigtree_01.ldr
81710	6744	111810	100	180	plant_bigtree_01.ldr
73110	8176	130510	100	0	plant_bigtree_01.ldr
93070	960	41430	100	-90	plant_bigtree_01.ldr
90910	960	159710	100	-90	plant_bigtree_01.ldr
110190	960	14990	100	-90	plant_bigtree_01.ldr
42490	6072	33030	100	0	plant_bigtree_01.ldr
108670	9104	115590	100	-180	plant_bigtree_01.ldr
140770	3840	133390	100	-270	plant_bigtree_01.ldr
117690	7904	114730	100	0	plant_bigtree_01.ldr
56670	960	80750	100	0	plant_bigtree_01.ldr
68430	5256	115230	100	90	plant_bigtree_01.ldr
78030	1504	48290	100	180	plant_bigtree_01.ldr
120090	0	130590	100	180	plant_bigtree_01.ldr
1310	3872	133230	100	-180	plant_bigtree_01.ldr
119890	8384	117110	100	0	plant_bigtree_01.ldr
116330	3080	158010	100	-180	plant_bigtree_01.ldr
14770	960	65690	100	-90	plant_bigtree_01.ldr
71630	960	152290	100	-270	plant_bigtree_01.ldr
28710	4360	24070	100	0	plant_bigtree_01.ldr
112770	512	61750	100	180	plant_bigtree_01.ldr
25530	7728	145230	100	-90	plant_bigtree_01.ldr
69990	960	95110	100	-180	plant_bigtree_01.ldr
101630	8648	137210	100	90	plant_bigtree_01.ldr
70690	8496	127990	100	0	plant_bigtree_01.ldr
36370	6144	28030	100	0	plant_bigtree_01.ldr
102970	9552	115810	100	-270	plant_bigtree_01.ldr
126170	960	59050	100	0	plant_bigtree_01.ldr
102390	9176	114470	100	270	plant_bigtree_01.ldr
107810	960	44050	100	90	plant_bigtree_01.ldr
49890	1288	115210	100	90	plant_bigtree_01.ldr
106670	960	8290	100	90	plant_bigtree_01.ldr
20910	8376	135170	100	270	plant_bigtree_01.ldr
124230	960	10990	100	0	plant_bigtree_01.ldr
92550	6408	107730	100	0	plant_bigtree_01.ldr
92710	0	119910	100	-90	plant_bigtree_01.ldr
108850	0	118710	100	-90	plant_bigtree_01.ldr
86030	9192	131290	100	-180	plant_bigtree_01.ldr
137670	960	49350	100	-90	plant_bigtree_01.ldr
33830	4544	20150	100	-180	plant_bigtree_01.ldr
35430	1216	1630	100	-90	plant_bigtree_01.ldr
141770	1144	74290	100	-90	plant_bigtree_01.ldr
138270	4832	130030	100	90	plant_bigtree_01.ldr
159510	960	140670	100	180	plant_bigtree_01.ldr
48150	960	99330	100	0	plant_bigtree_01.ldr
99690	960	45750	100	0	plant_bigtree_01.ldr
25250	8024	140050	100	90	plant_bigtree_01.ldr
5010	960	68710	100	-180	plant_bigtree_01.ldr
24030	8128	140130	100	-90	plant_bigtree_01.ldr
60830	2712	55090	100	0	plant_bigtree_01.ldr
129270	5880	139050	100	180	plant_bigtree_01.ldr
16470	4712	149990	100	90	plant_bigtree_01.ldr
37350	5832	24110	100	0	plant_bigtree_01.ldr
68630	1384	56970	100	-90	plant_bigtree_01.ldr
107750	0	128630	100	-90	plant_bigtree_01.ldr
85910	960	91810	100	-360	plant_bigtree_01.ldr
89170	1552	146830	100	270	plant_bigtree_01.ldr
110910	0	120810	100	-90	plant_bigtree_01.ldr
86610	1112	148690	100	90	plant_bigtree_01.ldr
50490	1152	148250	100	-180	plant_bigtree_01.ldr
117470	0	129530	100	-90	plant_bigtree_01.ldr
22930	960	101870	100	270	plant_bigtree_01.ldr
50170	5328	33430	100	90	plant_bigtree_01.ldr
112390	4424	151270	100	-180	plant_bigtree_01.ldr
31010	6608	150530	100	-270	plant_bigtree_01.ldr
111630	9800	136550	100	-90	plant_bigtree_01.ldr
112390	960	4590	100	270	plant_bigtree_01.ldr
143110	4216	126030	100	-90	plant_bigtree_01.ldr
33090	5928	33310	100	180	plant_bigtree_01.ldr
128510	2560	108510	100	180	plant_bigtree_01.ldr
103950	5600	106250	100	-90	plant_bigtree_01.ldr
118490	960	38870	100	0	plant_bigtree_01.ldr
121930	8992	120470	100	-180	plant_bigtree_01.ldr
84470	0	127290	100	-270	plant_bigtree_01.ldr
113830	7392	142530	100	-180	plant_bigtree_01.ldr
17130	5824	124810	100	-90	plant_bigtree_01.ldr
141870	4096	130130	100	-90	plant_bigtree_01.ldr
89030	0	126130	100	0	plant_bigtree_01.ldr
55550	1760	8390	100	-180	plant_bigtree_01.ldr
63150	960	94190	100	-90	plant_bigtree_01.ldr
36250	6064	26790	100	-270	plant_bigtree_01.ldr
43590	5272	20390	100	90	plant_bigtree_01.ldr
22030	4360	122950	100	-180	plant_bigtree_01.ldr
145830	1520	99610	100	-180	plant_bigtree_01.ldr
80110	952	93210	100	90	plant_bigtree_01.ldr
140270	4272	130830	100	90	plant_bigtree_01.ldr
42390	4496	163610	100	-90	plant_bigtree_01.ldr
97950	8784	112870	100	0	plant_bigtree_01.ldr
68230	7560	121390	100	90	plant_bigtree_01.ldr
19290	7160	128370	100	0	plant_bigtree_01.ldr
35310	6000	26690	100	90	plant_bigtree_01.ldr
19730	1408	15250	100	270	plant_bigtree_01.ldr
150210	960	79550	100	-90	plant_bigtree_01.ldr
135890	960	7930	100	90	plant_bigtree_01.ldr
66350	5880	117910	100	90	plant_bigtree_01.ldr
40870	1512	128430	100	-270	plant_bigtree_01.ldr
23690	7160	130330	100	-180	plant_bigtree_01.ldr
3930	5480	126830	100	0	plant_bigtree_01.ldr
125350	960	97910	100	-180	plant_bigtree_01.ldr
120030	4408	151430	100	180	plant_bigtree_01.ldr
32170	3992	19130	100	-90	plant_bigtree_01.ldr
38570	3432	49830	100	-90	plant_bigtree_01.ldr
25850	7936	141990	100	90	plant_bigtree_01.ldr
60050	4312	29930	100	-90	plant_bigtree_01.ldr
120210	0	125470	100	-270	plant_bigtree_01.ldr
37930	5184	155070	100	-90	plant_bigtree_01.ldr
91650	0	126410	100	180	plant_bigtree_01.ldr
105370	0	128790	100	90	plant_bigtree_01.ldr
35050	4648	43530	100	-360	plant_bigtree_01.ldr
55190	2536	59270	100	0	plant_bigtree_01.ldr
8870	6704	132190	100	90	plant_bigtree_01.ldr
34210	5992	152170	100	-90	plant_bigtree_01.ldr
113810	0	125510	100	270	plant_bigtree_01.ldr
123330	960	77070	100	-90	plant_bigtree_01.ldr
126090	3784	153850	100	90	plant_bigtree_01.ldr
28050	2480	45510	100	0	plant_bigtree_01.ldr
108990	0	128170	100	90	plant_bigtree_01.ldr
33150	6064	153470	100	90	plant_bigtree_01.ldr
84930	2224	142790	100	180	plant_bigtree_01.ldr
159810	1640	124830	100	-90	plant_bigtree_01.ldr
99370	960	163710	100	-270	plant_bigtree_01.ldr
91770	960	44770	100	-270	plant_bigtree_01.ldr
25650	1720	14270	100	-180	plant_bigtree_01.ldr
37830	5064	20110	100	-90	plant_bigtree_01.ldr
20870	960	106210	100	-90	plant_bigtree_01.ldr
60910	3576	42370	100	90	plant_bigtree_01.ldr
108790	960	56590	100	-90	plant_bigtree_01.ldr
86390	2872	102490	100	0	plant_bigtree_01.ldr
102710	0	126250	100	360	plant_bigtree_01.ldr
63930	3608	38250	100	270	plant_bigtree_01.ldr
142350	2152	143750	100	90	plant_bigtree_01.ldr
45150	960	92890	100	180	plant_bigtree_01.ldr
66490	7344	122770	100	90	plant_bigtree_01.ldr
3550	960	106090	100	0	plant_bigtree_01.ldr
157990	5440	105530	100	0	plant_bigtree_01.ldr
64470	3512	136050	100	90	plant_bigtree_01.ldr
5550	1568	41330	100	180	plant_bigtree_01.ldr
45610	5944	31750	100	-90	plant_bigtree_01.ldr
12730	1512	38150	100	-180	plant_bigtree_01.ldr
36830	6088	26630	100	-90	plant_bigtree_01.ldr
69310	960	16070	100	90	plant_bigtree_01.ldr
96730	960	43290	100	270	plant_bigtree_01.ldr
103510	960	52970	100	0	plant_bigtree_01.ldr
106750	8608	138590	100	-270	plant_bigtree_01.ldr
118090	9160	137530	100	-90	plant_bigtree_01.ldr
117870	0	121490	100	270	plant_bigtree_01.ldr
66210	3344	38330	100	-90	plant_bigtree_01.ldr
35230	960	113190	100	270	plant_bigtree_01.ldr
117050	7272	143130	100	270	plant_bigtree_01.ldr
140130	960	19230	100	0	plant_bigtree_01.ldr
108870	0	125350	100	90	plant_bigtree_01.ldr
37150	4800	147730	100	-270	plant_bigtree_01.ldr
103190	5736	106470	100	-180	plant_bigtree_01.ldr
6590	1184	45550	100	270	plant_bigtree_01.ldr
129630	5904	119910	100	180	plant_bigtree_01.ldr
55190	1584	7050	100	-180	plant_bigtree_01.ldr
15010	3632	153090	100	90	plant_bigtree_01.ldr
143130	1368	63530	100	180	plant_bigtree_01.ldr
15130	2136	161150	100	90	plant_bigtree_01.ldr
30070	7032	146910	100	0	plant_bigtree_01.ldr
123730	3896	152270	100	-90	plant_bigtree_01.ldr
119070	9368	118970	100	270	plant_bigtree_01.ldr
77930	1536	46290	100	0	plant_bigtree_01.ldr
113110	0	120790	100	-90	plant_bigtree_01.ldr
88790	8800	113390	100	90	plant_bigtree_01.ldr
7630	960	52250	100	-90	plant_bigtree_01.ldr
118470	960	85510	100	-90	plant_bigtree_01.ldr
111550	0	130250	100	-90	plant_bigtree_01.ldr
17290	4584	152250	100	0	plant_bigtree_01.ldr
85090	7856	133290	100	180	plant_bigtree_01.ldr
93530	7064	109150	100	180	plant_bigtree_01.ldr
68330	7400	120690	100	180	plant_bigtree_01.ldr
123250	6664	116010	100	0	plant_bigtree_01.ldr
28990	2664	16310	100	90	plant_bigtree_01.ldr
143630	2832	135350	100	-90	plant_bigtree_01.ldr
86430	0	123650	100	0	plant_bigtree_01.ldr
135970	544	44850	100	-180	plant_bigtree_01.ldr
162190	5376	114790	100	-90	plant_bigtree_01.ldr
12850	2920	117270	100	90	plant_bigtree_01.ldr
130910	6376	124090	100	-90	plant_bigtree_01.ldr
70750	8720	123530	100	-180	plant_bigtree_01.ldr
121010	8760	137150	100	-90	plant_bigtree_01.ldr
138370	960	13430	100	-180	plant_bigtree_01.ldr
83810	0	126530	100	90	plant_bigtree_01.ldr
101370	9384	114990	100	270	plant_bigtree_01.ldr
51350	2568	58510	100	180	plant_bigtree_01.ldr
26390	4080	162890	100	0	plant_bigtree_01.ldr
16490	2328	25530	100	-90	plant_bigtree_01.ldr
142150	1288	62050	100	-180	plant_bigtree_01.ldr
57910	1944	11590	100	-180	plant_bigtree_01.ldr
54990	984	147930	100	0	plant_bigtree_01.ldr
106310	0	131270	100	-90	plant_bigtree_01.ldr
42030	2840	11190	100	0	plant_bigtree_01.ldr
150610	960	49210	100	0	plant_bigtree_01.ldr
67090	7472	122430	100	180	plant_bigtree_01.ldr
139050	4096	134850	100	-90	plant_bigtree_01.ldr
117330	9112	117270	100	0	plant_bigtree_01.ldr
120410	960	78290	100	90	plant_bigtree_01.ldr
78950	0	122590	100	270	plant_bigtree_01.ldr
17070	3640	119750	100	-180	plant_bigtree_01.ldr
61110	4736	128830	100	-90	plant_bigtree_01.ldr
118670	0	127510	100	-180	plant_bigtree_01.ldr
76190	1488	102890	100	90	plant_bigtree_01.ldr
101430	0	134890	100	270	plant_bigtree_01.ldr
32730	5320	24550	100	-90	plant_bigtree_01.ldr
120430	2208	104770	100	90	plant_bigtree_01.ldr
87530	3072	141030	100	-90	plant_bigtree_01.ldr
73710	3096	140750	100	270	plant_bigtree_01.ldr
64950	1592	17190	100	-360	plant_bigtree_01.ldr
128230	5592	117190	100	-90	plant_bigtree_01.ldr
113790	0	134090	100	-90	plant_bigtree_01.ldr
122030	960	57430	100	-90	plant_bigtree_01.ldr
144270	960	157750	100	0	plant_bigtree_01.ldr
77330	1152	59190	100	-270	plant_bigtree_01.ldr
69990	1376	56090	100	-90	plant_bigtree_01.ldr
125890	6496	140330	100	180	plant_bigtree_01.ldr
54010	4072	20050	100	-270	plant_bigtree_01.ldr
21050	960	58950	100	180	plant_bigtree_01.ldr
120670	9280	135830	100	180	plant_bigtree_01.ldr
77830	7496	115350	100	0	plant_bigtree_01.ldr
35650	960	68490	100	-90	plant_bigtree_01.ldr
3730	960	84110	100	0	plant_bigtree_01.ldr
160410	2168	158550	100	180	plant_bigtree_01.ldr
74970	8704	130070	100	0	plant_bigtree_01.ldr
59550	960	78190	100	-180	plant_bigtree_01.ldr
31990	960	74070	100	180	plant_bigtree_01.ldr
75610	1528	45630	100	90	plant_bigtree_01.ldr
79070	0	124190	100	90	plant_bigtree_01.ldr
11150	5720	124410	100	-180	plant_bigtree_01.ldr
28310	5728	156470	100	-270	plant_bigtree_01.ldr
63610	2408	20150	100	-180	plant_bigtree_01.ldr
123430	4256	150450	100	-180	plant_bigtree_01.ldr
31430	6664	144210	100	0	plant_bigtree_01.ldr
60050	3072	19890	100	-270	plant_bigtree_01.ldr
13630	7024	136970	100	90	plant_bigtree_01.ldr
113630	0	128530	100	90	plant_bigtree_01.ldr
76370	0	122850	100	270	plant_bigtree_01.ldr
148450	2464	133150	100	270	plant_bigtree_01.ldr
75230	0	123210	100	0	plant_bigtree_01.ldr
110630	0	128770	100	180	plant_bigtree_01.ldr
8270	960	102170	100	0	plant_bigtree_01.ldr
158490	5576	107530	100	0	plant_bigtree_01.ldr
76910	960	150510	100	-90	plant_bigtree_01.ldr
128830	6712	122190	100	0	plant_bigtree_01.ldr
80190	960	5430	100	180	plant_bigtree_01.ldr
80450	7720	114430	100	90	plant_bigtree_01.ldr
139350	2856	113610	100	-90	plant_bigtree_01.ldr
123890	4416	149550	100	180	plant_bigtree_01.ldr
37590	6136	26830	100	-180	plant_bigtree_01.ldr
120370	8240	117150	100	-270	plant_bigtree_01.ldr
104050	0	121770	100	0	plant_bigtree_01.ldr
84850	0	125590	100	-90	plant_bigtree_01.ldr
13930	960	49330	100	180	plant_bigtree_01.ldr
14430	6680	126830	100	-90	plant_bigtree_01.ldr
122090	960	79690	100	0	plant_bigtree_01.ldr
118190	0	131790	100	270	plant_bigtree_01.ldr
115130	5448	148830	100	-90	plant_bigtree_01.ldr
88170	960	26530	100	90	plant_bigtree_01.ldr
125030	960	42670	100	0	plant_bigtree_01.ldr
149710	1968	97690	100	0	plant_bigtree_01.ldr
103950	9928	117250	100	90	plant_bigtree_01.ldr
28530	6904	150090	100	0	plant_bigtree_01.ldr
25470	6208	153130	100	180	plant_bigtree_01.ldr
65150	2952	138510	100	-90	plant_bigtree_01.ldr
43550	1864	138970	100	-90	plant_bigtree_01.ldr
9490	960	81430	100	90	plant_bigtree_01.ldr
27690	6920	136450	100	-90	plant_bigtree_01.ldr
110950	0	123850	100	-90	plant_bigtree_01.ldr
105350	960	90850	100	0	plant_bigtree_01.ldr
38530	3136	134610	100	0	plant_bigtree_01.ldr
138690	4912	127690	100	90	plant_bigtree_01.ldr
123750	9368	131650	100	90	plant_bigtree_01.ldr
109550	960	45270	100	0	plant_bigtree_01.ldr
65890	4504	134630	100	-180	plant_bigtree_01.ldr
44010	5488	38970	100	180	plant_bigtree_01.ldr
135430	3296	145990	100	90	plant_bigtree_01.ldr
80770	0	121630	100	90	plant_bigtree_01.ldr
148910	2912	105050	100	-90	plant_bigtree_01.ldr
121570	8504	137590	100	0	plant_bigtree_01.ldr
12970	960	52790	100	-180	plant_bigtree_01.ldr
29270	7008	148750	100	90	plant_bigtree_01.ldr
17550	2352	116790	100	0	plant_bigtree_01.ldr
104350	0	118350	100	0	plant_bigtree_01.ldr
101190	0	133250	100	180	plant_bigtree_01.ldr
144530	3992	117710	100	-180	plant_bigtree_01.ldr
102590	1544	96030	100	90	plant_bigtree_01.ldr
110830	6576	109770	100	180	plant_bigtree_01.ldr
119950	6536	144170	100	-270	plant_bigtree_01.ldr
75670	0	122910	100	-270	plant_bigtree_01.ldr
116590	4912	150290	100	180	plant_bigtree_01.ldr
30350	6216	138670	100	-270	plant_bigtree_01.ldr
122950	960	79370	100	-180	plant_bigtree_01.ldr
115570	0	123430	100	90	plant_bigtree_01.ldr
49310	960	107270	100	-90	plant_bigtree_01.ldr
147650	3480	112250	100	0	plant_bigtree_01.ldr
36030	960	89550	100	360	plant_bigtree_01.ldr
120210	960	62170	100	-90	plant_bigtree_01.ldr
17130	6472	143710	100	-90	plant_bigtree_01.ldr
147230	2224	135170	100	-270	plant_bigtree_01.ldr
158090	4752	99970	100	180	plant_bigtree_01.ldr
142290	960	32330	100	90	plant_bigtree_01.ldr
125350	3728	111170	100	0	plant_bigtree_01.ldr
103190	0	127890	100	-90	plant_bigtree_01.ldr
153710	960	73410	100	-90	plant_bigtree_01.ldr
53150	1200	3570	100	-90	plant_bigtree_01.ldr
97610	960	40510	100	0	plant_bigtree_01.ldr
136370	960	43070	100	0	plant_bigtree_01.ldr
119830	3760	107930	100	0	plant_bigtree_01.ldr
151250	1152	139530	100	270	plant_bigtree_01.ldr
151590	3304	123590	100	270	plant_bigtree_01.ldr
5990	632	74570	100	90	plant_bigtree_01.ldr
50350	5584	27190	100	-90	plant_bigtree_01.ldr
100030	0	119630	100	-180	plant_bigtree_01.ldr
105150	0	125550	100	0	plant_bigtree_01.ldr
57870	4264	24230	100	180	plant_bigtree_01.ldr
103010	960	34310	100	-90	plant_bigtree_01.ldr
5930	5920	132290	100	-270	plant_bigtree_01.ldr
123390	9680	125810	100	0	plant_bigtree_01.ldr
5630	960	59890	100	-180	plant_bigtree_01.ldr
112890	960	55090	100	90	plant_bigtree_01.ldr
22550	8232	138610	100	-90	plant_bigtree_01.ldr
147430	960	38270	100	-90	plant_bigtree_01.ldr
118710	960	2710	100	0	plant_bigtree_01.ldr
143270	4208	124630	100	-270	plant_bigtree_01.ldr
98190	7672	137410	100	-180	plant_bigtree_01.ldr
19870	960	90570	100	-180	plant_bigtree_01.ldr
52870	4512	37790	100	0	plant_bigtree_01.ldr
69650	2736	34850	100	0	plant_bigtree_01.ldr
95150	3752	142710	100	-180	plant_bigtree_01.ldr
16030	7680	130390	100	90	plant_bigtree_01.ldr
71190	1304	57850	100	-90	plant_bigtree_01.ldr
13810	1832	32250	100	90	plant_bigtree_01.ldr
3030	4976	131410	100	270	plant_bigtree_01.ldr
45330	4232	16930	100	-360	plant_bigtree_01.ldr
72510	9256	126790	100	180	plant_bigtree_01.ldr
138490	960	54630	100	-90	plant_bigtree_01.ldr
72650	1816	44550	100	-90	plant_bigtree_01.ldr
99790	0	126110	100	-270	plant_bigtree_01.ldr
139070	4008	135690	100	-90	plant_bigtree_01.ldr
93550	9016	113850	100	270	plant_bigtree_01.ldr
116950	5888	147330	100	90	plant_bigtree_01.ldr
56010	4776	31350	100	180	plant_bigtree_01.ldr
89130	0	126450	100	180	plant_bigtree_01.ldr
162570	2840	158810	100	-90	plant_bigtree_01.ldr
119870	5048	149010	100	90	plant_bigtree_01.ldr
29890	960	57150	100	0	plant_bigtree_01.ldr
82330	1304	53030	100	-90	plant_bigtree_01.ldr
70790	3272	140270	100	0	plant_bigtree_01.ldr
113450	8136	113890	100	90	plant_bigtree_01.ldr
43990	6088	31110	100	-270	plant_bigtree_01.ldr
80750	0	121130	100	0	plant_bigtree_01.ldr
115150	960	42250	100	90	plant_bigtree_01.ldr
15770	2664	158710	100	90	plant_bigtree_01.ldr
131530	4120	114930	100	0	plant_bigtree_01.ldr
2190	4272	133310	100	270	plant_bigtree_01.ldr
150630	3624	106870	100	-90	plant_bigtree_01.ldr
25250	960	6610	100	0	plant_bigtree_01.ldr
61730	2896	20810	100	180	plant_bigtree_01.ldr
158630	5096	100690	100	90	plant_bigtree_01.ldr
82190	6216	135450	100	180	plant_bigtree_01.ldr
42230	4704	18150	100	90	plant_bigtree_01.ldr
42990	960	69030	100	0	plant_bigtree_01.ldr
118010	960	35050	100	-90	plant_bigtree_01.ldr
1190	960	95370	100	-90	plant_bigtree_01.ldr
22830	8144	135750	100	-90	plant_bigtree_01.ldr
117790	960	43110	100	90	plant_bigtree_01.ldr
41290	960	82770	100	0	plant_bigtree_01.ldr
46410	1312	63010	100	-180	plant_bigtree_01.ldr
40810	6136	26870	100	180	plant_bigtree_01.ldr
7150	1304	27590	100	90	plant_bigtree_01.ldr
30190	4840	25010	100	-180	plant_bigtree_01.ldr
41230	5592	39730	100	90	plant_bigtree_01.ldr
75010	1112	61390	100	-90	plant_bigtree_01.ldr
47470	3232	161730	100	270	plant_bigtree_01.ldr
20550	7912	141030	100	90	plant_bigtree_01.ldr
6910	5632	134990	100	0	plant_bigtree_01.ldr
80810	0	125250	100	90	plant_bigtree_01.ldr
141630	2032	107450	100	90	plant_bigtree_01.ldr
51830	4200	19490	100	-90	plant_bigtree_01.ldr
83590	6576	135290	100	0	plant_bigtree_01.ldr
141230	960	10070	100	90	plant_bigtree_01.ldr
38230	6008	25150	100	-90	plant_bigtree_01.ldr
156870	1912	127290	100	0	plant_bigtree_01.ldr
121190	3000	159830	100	0	plant_bigtree_01.ldr
84870	960	94930	100	-90	plant_bigtree_01.ldr
22530	960	112230	100	90	plant_bigtree_01.ldr
78930	7776	115250	100	90	plant_bigtree_01.ldr
71950	8072	130350	100	0	plant_bigtree_01.ldr
19770	960	57010	100	-180	plant_bigtree_01.ldr
94870	0	125310	100	180	plant_bigtree_01.ldr
158050	960	910	100	180	plant_bigtree_01.ldr
144650	2256	106070	100	-180	plant_bigtree_01.ldr
114090	0	125910	100	-90	plant_bigtree_01.ldr
113490	960	36770	100	0	plant_bigtree_01.ldr
43130	960	101270	100	90	plant_bigtree_01.ldr
98050	0	123130	100	-180	plant_bigtree_01.ldr
140070	4248	131330	100	-90	plant_bigtree_01.ldr
23770	7368	147290	100	180	plant_bigtree_01.ldr
33870	5936	27490	100	90	plant_bigtree_01.ldr
113450	1088	95370	100	180	plant_bigtree_01.ldr
94930	9048	113670	100	180	plant_bigtree_01.ldr
108750	960	88930	100	-180	plant_bigtree_01.ldr
94070	0	118810	100	90	plant_bigtree_01.ldr
103070	0	121750	100	90	plant_bigtree_01.ldr
37970	6216	30410	100	0	plant_bigtree_01.ldr
156030	5104	112070	100	-270	plant_bigtree_01.ldr
6830	960	48150	100	90	plant_bigtree_01.ldr
73350	960	88650	100	0	plant_bigtree_01.ldr
